PassengerId,Survived,Class,LastName,FirstName,Title,Sex,Age,FamilySize,Ticket,FarePerPerson,Deck,Embarked,IsMother
364,False,Third,Asim, Adola,Mr,male,35,1,SOTON/O.Q. 3101310,7.05,U,Southampton,0
366,False,Third,Adahl, Mauritz Nils Martin,Mr,male,30,1,C 7076,7.25,U,Southampton,0
367,True,First,Warren, Frank Manley (Anna Sophia Atkinson),Mrs,female,60,2,110813,75.25,D,Cherbourg,1
370,True,First,Aubart, Leontine Pauline,Mrs,female,24,1,PC 17477,69.30,B,Cherbourg,0
371,True,First,Harder, George Achilles,Mr,male,25,2,11765,55.44,E,Cherbourg,0
372,False,Third,Wiklund, Jakob Alfred,Mr,male,18,2,3101267,6.50,U,Southampton,0
373,False,Third,Beavan, William Thomas,Mr,male,19,1,323951,8.05,U,Southampton,0
374,False,First,Ringhini, Sante,Mr,male,22,1,PC 17760,135.63,U,Cherbourg,0
375,False,Third,Palsson, Stina Viola,Miss,female,3,5,349909,21.08,U,Southampton,0
377,True,Third,Landergren, Aurora Adelia,Miss,female,22,1,C 7077,7.25,U,Southampton,0
378,False,First,Widener, Harry Elkins,Mr,male,27,3,113503,211.50,C,Cherbourg,0
379,False,Third,Betros, Tannous,Mr,male,20,1,2648,4.01,U,Cherbourg,0
380,False,Third,Gustafsson, Karl Gideon,Mr,male,19,1,347069,7.78,U,Southampton,0
381,True,First,Bidois, Rosalie,Miss,female,42,1,PC 17757,227.53,U,Cherbourg,0
382,True,Third,Nakid, Maria ("Mary"),Miss,female,1,3,2653,15.74,U,Cherbourg,0
383,False,Third,Tikkanen, Juho,Mr,male,32,1,STON/O 2. 3101293,7.93,U,Southampton,0
384,True,First,Holverson, Alexander Oskar (Mary Aline Towner),Mrs,female,35,2,113789,52.00,U,Southampton,0
386,False,Second,Davies, Charles Henry,Mr,male,18,1,S.O.C. 14879,73.50,U,Southampton,0
387,False,Third,Goodwin, Sidney Leonard,Mr,male,1,8,CA 2144,46.90,U,Southampton,0
388,True,Second,Buss, Kate,Miss,female,36,1,27849,13.00,U,Southampton,0
390,True,Second,Lehmann, Bertha,Miss,female,17,1,SC 1748,12.00,U,Cherbourg,0
391,True,First,Carter, William Ernest,Mr,male,36,4,113760,120.00,B,Southampton,0
392,True,Third,Jansson, Carl Olof,Mr,male,21,1,350034,7.80,U,Southampton,0
393,False,Third,Gustafsson, Johan Birger,Mr,male,28,3,3101277,7.93,U,Southampton,0
394,True,First,Newell, Marjorie,Miss,female,23,2,35273,113.28,D,Cherbourg,0
395,True,Third,Sandstrom, Hjalmar (Agnes Charlotta Bengtsson),Mrs,female,24,3,PP 9549,16.70,G,Southampton,1
396,False,Third,Johansson, Erik,Mr,male,22,1,350052,7.80,U,Southampton,0
397,False,Third,Olsson, Elina,Miss,female,31,1,350407,7.85,U,Southampton,0
398,False,Second,McKane, Peter David,Mr,male,46,1,28403,26.00,U,Southampton,0
399,False,Second,Pain, Alfred,Mr,male,23,1,244278,10.50,U,Southampton,0
400,True,Second,Trout, William H (Jessie L),Mrs,female,28,1,240929,12.65,U,Southampton,0
401,True,Third,Niskanen, Juha,Mr,male,39,1,STON/O 2. 3101289,7.93,U,Southampton,0
402,False,Third,Adams, John,Mr,male,26,1,341826,8.05,U,Southampton,0
403,False,Third,Jussila, Mari Aina,Miss,female,21,2,4137,9.83,U,Southampton,1
404,False,Third,Hakkarainen, Pekka Pietari,Mr,male,28,2,STON/O2. 3101279,15.85,U,Southampton,0
405,False,Third,Oreskovic, Marija,Miss,female,20,1,315096,8.66,U,Southampton,0
406,False,Second,Gale, Shadrach,Mr,male,34,2,28664,21.00,U,Southampton,0
407,False,Third,Widegren, Carl/Charles Peter,Mr,male,51,1,347064,7.75,U,Southampton,0
408,True,Second,Richards, William Rowe,Mr,male,3,3,29106,18.75,U,Southampton,0
409,False,Third,Birkeland, Hans Martin Monsen,Mr,male,21,1,312992,7.78,U,Southampton,0
413,True,First,Minahan, Daisy E,Miss,female,33,2,19928,90.00,C,Queenstown,0
415,True,Third,Sundman, Johan Julian,Mr,male,44,1,STON/O 2. 3101269,7.93,U,Southampton,0
417,True,Second,Drew, James Vivian (Lulu Thorne Christian),Mrs,female,34,3,28220,32.50,U,Southampton,0
418,True,Second,Silven, Lyyli Karoliina,Miss,female,18,3,250652,13.00,U,Southampton,0
419,False,Second,Matthews, William John,Mr,male,30,1,28228,13.00,U,Southampton,0
420,False,Third,Van Impe, Catharina,Miss,female,10,3,345773,24.15,U,Southampton,0
422,False,Third,Charters, David,Mr,male,21,1,A/5. 13032,7.73,U,Queenstown,0
423,False,Third,Zimmerman, Leo,Mr,male,29,1,315082,7.88,U,Southampton,0
424,False,Third,Danbom, Ernst Gilbert (Anna Sigrid Maria Brogren),Mrs,female,28,3,347080,14.40,U,Southampton,0
425,False,Third,Rosblom, Viktor Richard,Mr,male,18,3,370129,20.21,U,Southampton,0
427,True,Second,Clarke, Charles V (Ada Maria Winfield),Mrs,female,28,2,2003,26.00,U,Southampton,1
428,True,Second,Phillips, Kate Florence ("Mrs Kate Louise Phillips Marshall"),Miss,female,19,1,250655,26.00,U,Southampton,0
430,True,Third,Pickard, Berk (Berk Trembisky),Mr,male,32,1,SOTON/O.Q. 392078,8.05,E,Southampton,0
431,True,First,Bjornstrom-Steffansson, Mauritz Hakan,Mr,male,28,1,110564,26.55,C,Southampton,0
433,True,Second,Louch, Charles Alexander (Alice Adelaide Slow),Mrs,female,42,2,SC/AH 3085,26.00,U,Southampton,1
434,False,Third,Kallio, Nikolai Erland,Mr,male,17,1,STON/O 2. 3101274,7.13,U,Southampton,0
435,False,First,Silvey, William Baird,Mr,male,50,2,13507,55.90,E,Southampton,0
436,True,First,Carter, Lucile Polk,Miss,female,14,4,113760,120.00,B,Southampton,0
437,False,Third,Ford, Doolina Margaret "Daisy",Miss,female,21,5,W./C. 6608,34.38,U,Southampton,1
438,True,Second,Richards, Sidney (Emily Hocking),Mrs,female,24,6,29106,18.75,U,Southampton,1
439,False,First,Fortune, Mark,Mr,male,64,6,19950,263.00,C,Southampton,0
440,False,Second,Kvillner, Johan Henrik Johannesson,Mr,male,31,1,C.A. 18723,10.50,U,Southampton,0
441,True,Second,Hart, Benjamin (Esther Ada Bloomfield),Mrs,female,45,3,F.C.C. 13529,26.25,U,Southampton,1
442,False,Third,Hampe, Leon,Mr,male,20,1,345769,9.50,U,Southampton,0
443,False,Third,Petterson, Johan Emil,Mr,male,25,2,347076,7.78,U,Southampton,0
444,True,Second,Reynaldo, Encarnacion,Miss,female,28,1,230434,13.00,U,Southampton,0
446,True,First,Dodge, Washington,Mr,male,4,3,33638,81.86,A,Southampton,0
447,True,Second,Mellinger, Madeleine Violet,Miss,female,13,2,250644,19.50,U,Southampton,0
448,True,First,Seward, Frederic Kimber,Mr,male,34,1,113794,26.55,U,Southampton,0
449,True,Third,Baclini, Marie Catherine,Miss,female,5,4,2666,19.26,U,Cherbourg,0
450,True,First,Peuchen, Arthur Godfrey,Mr,male,52,1,113786,30.50,C,Southampton,0
451,False,Second,West, Edwy Arthur,Mr,male,36,4,C.A. 34651,27.75,U,Southampton,0
453,False,First,Foreman, Benjamin Laventall,Mr,male,30,1,113051,27.75,C,Cherbourg,0
454,True,First,Goldenberg, Samuel L,Mr,male,49,2,17453,89.10,C,Cherbourg,0
456,True,Third,Jalsevac, Ivan,Mr,male,29,1,349240,7.90,U,Cherbourg,0
457,False,First,Millet, Francis Davis,Mr,male,65,1,13509,26.55,E,Southampton,0
459,True,Second,Toomey, Ellen,Miss,female,50,1,F.C.C. 13531,10.50,U,Southampton,0
461,True,First,Anderson, Harry,Mr,male,48,1,19952,26.55,E,Southampton,0
462,False,Third,Morley, William,Mr,male,34,1,364506,8.05,U,Southampton,0
463,False,First,Gee, Arthur H,Mr,male,47,1,111320,38.50,E,Southampton,0
464,False,Second,Milling, Jacob Christian,Mr,male,48,1,234360,13.00,U,Southampton,0
466,False,Third,Goncalves, Manuel Estanslas,Mr,male,38,1,SOTON/O.Q. 3101306,7.05,U,Southampton,0
468,False,First,Smart, John Montgomery,Mr,male,56,1,113792,26.55,U,Southampton,0
472,False,Third,Cacic, Luka,Mr,male,38,1,315089,8.66,U,Southampton,0
473,True,Second,West, Edwy Arthur (Ada Mary Worth),Mrs,female,33,4,C.A. 34651,27.75,U,Southampton,1
474,True,Second,Jerwan, Amin S (Marie Marthe Thuillard),Mrs,female,23,1,SC/AH Basle 541,13.79,D,Cherbourg,0
475,False,Third,Strandberg, Ida Sofia,Miss,female,22,1,7553,9.84,U,Southampton,0
477,False,Second,Renouf, Peter Henry,Mr,male,34,2,31027,21.00,U,Southampton,0
478,False,Third,Braund, Lewis Richard,Mr,male,29,2,3460,7.05,U,Southampton,0
479,False,Third,Karlsson, Nils August,Mr,male,22,1,350060,7.52,U,Southampton,0
480,True,Third,Hirvonen, Hildur E,Miss,female,2,2,3101298,12.29,U,Southampton,0
481,False,Third,Goodwin, Harold Victor,Mr,male,9,8,CA 2144,46.90,U,Southampton,0
483,False,Third,Rouse, Richard Henry,Mr,male,50,1,A/5 3594,8.05,U,Southampton,0
484,True,Third,Turkula, (Hedwig),Mrs,female,63,1,4134,9.59,U,Southampton,0
485,True,First,Bishop, Dickinson H,Mr,male,25,2,11967,91.08,B,Cherbourg,0
487,True,First,Hoyt, Frederick Maxfield (Jane Anne Forby),Mrs,female,35,2,19943,90.00,C,Southampton,0
488,False,First,Kent, Edward Austin,Mr,male,58,1,11771,29.70,B,Cherbourg,0
489,False,Third,Somerton, Francis William,Mr,male,30,1,A.5. 18509,8.05,U,Southampton,0
490,True,Third,Coutts, Eden Leslie "Neville",Mr,male,9,3,C.A. 37671,15.90,U,Southampton,0
492,False,Third,Windelov, Einar,Mr,male,21,1,SOTON/OQ 3101317,7.25,U,Southampton,0
493,False,First,Molson, Harry Markland,Mr,male,55,1,113787,30.50,C,Southampton,0
494,False,First,Artagaveytia, Ramon,Mr,male,71,1,PC 17609,49.50,U,Cherbourg,0
495,False,Third,Stanley, Edward Roland,Mr,male,21,1,A/4 45380,8.05,U,Southampton,0
497,True,First,Eustis, Elizabeth Mussey,Miss,female,54,2,36947,78.27,D,Cherbourg,1
499,False,First,Allison, Hudson J C (Bessie Waldo Daniels),Mrs,female,25,4,113781,151.55,C,Southampton,1
500,False,Third,Svensson, Olof,Mr,male,24,1,350035,7.80,U,Southampton,0
501,False,Third,Calic, Petar,Mr,male,17,1,315086,8.66,U,Southampton,0
502,False,Third,Canavan, Mary,Miss,female,21,1,364846,7.75,U,Queenstown,0
504,False,Third,Laitinen, Kristina Sofia,Miss,female,37,1,4135,9.59,U,Southampton,0
505,True,First,Maioni, Roberta,Miss,female,16,1,110152,86.50,B,Southampton,0
506,False,First,Penasco y Castellana, Victor de Satode,Mr,male,18,2,PC 17758,108.90,C,Cherbourg,0
507,True,Second,Quick, Frederick Charles (Jane Richards),Mrs,female,33,3,26360,26.00,U,Southampton,1
509,False,Third,Olsen, Henry Margido,Mr,male,28,1,C 4001,22.53,U,Southampton,0
510,True,Third,Lang, Fang,Mr,male,26,1,1601,56.50,U,Southampton,0
511,True,Third,Daly, Eugene Patrick,Mr,male,29,1,382651,7.75,U,Queenstown,0
513,True,First,McGough, James Robert,Mr,male,36,1,PC 17473,26.29,E,Southampton,0
514,True,First,Rothschild, Martin (Elizabeth L. Barrett),Mrs,female,54,2,PC 17603,59.40,U,Cherbourg,1
515,False,Third,Coleff, Satio,Mr,male,24,1,349209,7.50,U,Southampton,0
516,False,First,Walker, William Anderson,Mr,male,47,1,36967,34.02,D,Southampton,0
517,True,Second,Lemore, (Amelia Milley),Mrs,female,34,1,C.A. 34260,10.50,F,Southampton,0
519,True,Second,Angle, William A (Florence "Mary" Agnes Hughes),Mrs,female,36,2,226875,26.00,U,Southampton,1
520,False,Third,Pavlovic, Stefo,Mr,male,32,1,349242,7.90,U,Southampton,0
521,True,First,Perreault, Anne,Miss,female,30,1,12749,93.50,B,Southampton,0
522,False,Third,Vovk, Janko,Mr,male,22,1,349252,7.90,U,Southampton,0
524,True,First,Hippach, Louis Albert (Ida Sophia Fischer),Mrs,female,44,2,111361,57.98,B,Cherbourg,1
526,False,Third,Farrell, James,Mr,male,40,1,367232,7.75,U,Queenstown,0
527,True,Second,Ridsdale, Lucy,Miss,female,50,1,W./C. 14258,10.50,U,Southampton,0
529,False,Third,Salonen, Johan Werner,Mr,male,39,1,3101296,7.93,U,Southampton,0
530,False,Second,Hocking, Richard George,Mr,male,23,4,29104,11.50,U,Southampton,0
531,True,Second,Quick, Phyllis May,Miss,female,2,3,26360,26.00,U,Southampton,0
533,False,Third,Elias, Joseph Jr,Mr,male,17,3,2690,7.23,U,Cherbourg,0
535,False,Third,Cacic, Marija,Miss,female,30,1,315084,8.66,U,Southampton,0
536,True,Second,Hart, Eva Miriam,Miss,female,7,3,F.C.C. 13529,26.25,U,Southampton,0
537,False,First,Butt, Archibald Willingham,Mr,male,45,1,113050,26.55,B,Southampton,0
538,True,First,LeRoy, Bertha,Miss,female,30,1,PC 17761,106.43,U,Cherbourg,0
540,True,First,Frolicher, Hedwig Margaritha,Miss,female,22,3,13568,49.50,B,Cherbourg,0
541,True,First,Crosby, Harriet R,Miss,female,36,3,WE/P 5735,71.00,B,Southampton,0
542,False,Third,Andersson, Ingeborg Constanzia,Miss,female,9,7,347082,31.28,U,Southampton,0
543,False,Third,Andersson, Sigrid Elisabeth,Miss,female,11,7,347082,31.28,U,Southampton,0
544,True,Second,Beane, Edward,Mr,male,32,2,2908,26.00,U,Southampton,0
545,False,First,Douglas, Walter Donald,Mr,male,50,2,PC 17761,106.43,C,Cherbourg,0
546,False,First,Nicholson, Arthur Ernest,Mr,male,64,1,693,26.00,U,Southampton,0
547,True,Second,Beane, Edward (Ethel Clarke),Mrs,female,19,2,2908,26.00,U,Southampton,0
549,False,Third,Goldsmith, Frank John,Mr,male,33,3,363291,20.53,U,Southampton,0
550,True,Second,Davies, John Morgan Jr,Mr,male,8,3,C.A. 33112,36.75,U,Southampton,0
551,True,First,Thayer, John Borland Jr,Mr,male,17,3,17421,110.88,C,Cherbourg,0
552,False,Second,Sharp, Percival James R,Mr,male,27,1,244358,26.00,U,Southampton,0
554,True,Third,Leeni, Fahim ("Philip Zenni"),Mr,male,22,1,2620,7.23,U,Cherbourg,0
555,True,Third,Ohman, Velin,Miss,female,22,1,347085,7.78,U,Southampton,0
556,False,First,Wright, George,Mr,male,62,1,113807,26.55,U,Southampton,0
557,True,First,Duff Gordon, (Lucille Christiana Sutherland) ("Mrs Morgan"),Mrs,female,48,2,11755,39.60,A,Cherbourg,1
559,True,First,Taussig, Emil (Tillie Mandelbaum),Mrs,female,39,3,110413,79.65,E,Southampton,0
560,True,Third,de Messemaeker, Guillaume Joseph (Emma),Mrs,female,36,2,345572,17.40,U,Southampton,1
562,False,Third,Sivic, Husein,Mr,male,40,1,349251,7.90,U,Southampton,0
563,False,Second,Norman, Robert Douglas,Mr,male,28,1,218629,13.50,U,Southampton,0
566,False,Third,Davies, Alfred J,Mr,male,24,3,A/4 48871,24.15,U,Southampton,0
567,False,Third,Stoytcheff, Ilia,Mr,male,19,1,349205,7.90,U,Southampton,0
568,False,Third,Palsson, Nils (Alma Cornelia Berglund),Mrs,female,29,5,349909,21.08,U,Southampton,1
570,True,Third,Jonsson, Carl,Mr,male,32,1,350417,7.85,U,Southampton,0
571,True,Second,Harris, George,Mr,male,62,1,S.W./PP 752,10.50,U,Southampton,0
572,True,First,Appleton, Edward Dale (Charlotte Lamson),Mrs,female,53,3,11769,51.48,C,Southampton,0
573,True,First,Flynn, John Irwin ("Irving"),Mr,male,36,1,PC 17474,26.39,E,Southampton,0
575,False,Third,Rush, Alfred George John,Mr,male,16,1,A/4. 20589,8.05,U,Southampton,0
576,False,Third,Patchett, George,Mr,male,19,1,358585,14.50,U,Southampton,0
577,True,Second,Garside, Ethel,Miss,female,34,1,243880,13.00,U,Southampton,0
578,True,First,Silvey, William Baird (Alice Munger),Mrs,female,39,2,13507,55.90,E,Southampton,0
580,True,Third,Jussila, Eiriik,Mr,male,32,1,STON/O 2. 3101286,7.93,U,Southampton,0
581,True,Second,Christy, Julie Rachel,Miss,female,25,3,237789,30.00,U,Southampton,0
582,True,First,Thayer, John Borland (Marian Longstreth Morris),Mrs,female,39,3,17421,110.88,C,Cherbourg,1
583,False,Second,Downton, William James,Mr,male,54,1,28403,26.00,U,Southampton,0
584,False,First,Ross, John Hugo,Mr,male,36,1,13049,40.13,A,Cherbourg,0
586,True,First,Taussig, Ruth,Miss,female,18,3,110413,79.65,E,Southampton,0
587,False,Second,Jarvis, John Denzil,Mr,male,47,1,237565,15.00,U,Southampton,0
588,True,First,Frolicher-Stehli, Maxmillian,Mr,male,60,3,13567,79.20,B,Cherbourg,0
589,False,Third,Gilinski, Eliezer,Mr,male,22,1,14973,8.05,U,Southampton,0
591,False,Third,Rintamaki, Matti,Mr,male,35,1,STON/O 2. 3101273,7.13,U,Southampton,0
592,True,First,Stephenson, Walter Bertram (Martha Eustis),Mrs,female,52,2,36947,78.27,D,Cherbourg,1
593,False,Third,Elsbury, William James,Mr,male,47,1,A/5 3902,7.25,U,Southampton,0
595,False,Second,Chapman, John Henry,Mr,male,37,2,SC/AH 29037,26.00,U,Southampton,0
596,False,Third,Van Impe, Jean Baptiste,Mr,male,36,3,345773,24.15,U,Southampton,0
600,True,First,Duff Gordon, Cosmo Edmund ("Mr Morgan"),Mr,male,49,2,PC 17485,56.93,A,Cherbourg,0
601,True,Second,Jacobsohn, Sidney Samuel (Amy Frances Christy),Mrs,female,24,4,243847,27.00,U,Southampton,0
604,False,Third,Torber, Ernst William,Mr,male,44,1,364511,8.05,U,Southampton,0
605,True,First,Homer, Harry ("Mr E Haven"),Mr,male,35,1,111426,26.55,U,Cherbourg,0
606,False,Third,Lindell, Edvard Bengtsson,Mr,male,36,2,349910,15.55,U,Southampton,0
607,False,Third,Karaic, Milan,Mr,male,30,1,349246,7.90,U,Southampton,0
608,True,First,Daniel, Robert Williams,Mr,male,27,1,113804,30.50,U,Southampton,0
609,True,Second,Laroche, Joseph (Juliette Marie Louise Lafargue),Mrs,female,22,4,SC/Paris 2123,41.58,U,Cherbourg,1
610,True,First,Shutes, Elizabeth W,Miss,female,40,1,PC 17582,153.46,C,Southampton,0
611,False,Third,Andersson, Anders Johan (Alfrida Konstantia Brogren),Mrs,female,39,7,347082,31.28,U,Southampton,1
615,False,Third,Brocklebank, William Alfred,Mr,male,35,1,364512,8.05,U,Southampton,0
616,True,Second,Herman, Alice,Miss,female,24,4,220845,65.00,U,Southampton,0
617,False,Third,Danbom, Ernst Gilbert,Mr,male,34,3,347080,14.40,U,Southampton,0
618,False,Third,Lobb, William Arthur (Cordelia K Stanlick),Mrs,female,26,2,A/5. 3336,16.10,U,Southampton,0
619,True,Second,Becker, Marion Louise,Miss,female,4,4,230136,39.00,F,Southampton,0
620,False,Second,Gavey, Lawrence,Mr,male,26,1,31028,10.50,U,Southampton,0
621,False,Third,Yasbeck, Antoni,Mr,male,27,2,2659,14.45,U,Cherbourg,0
622,True,First,Kimball, Edwin Nelson Jr,Mr,male,42,2,11753,52.55,D,Southampton,0
623,True,Third,Nakid, Sahid,Mr,male,20,3,2653,15.74,U,Cherbourg,0
624,False,Third,Hansen, Henry Damsgaard,Mr,male,21,1,350029,7.85,U,Southampton,0
625,False,Third,Bowen, David John "Dai",Mr,male,21,1,54636,16.10,U,Southampton,0
626,False,First,Sutton, Frederick,Mr,male,61,1,36963,32.32,D,Southampton,0
627,False,Second,Kirkland, Charles Leonard,Mr,male,57,1,219533,12.35,U,Queenstown,0
628,True,First,Longley, Gretchen Fiske,Miss,female,21,1,13502,77.96,D,Southampton,0
629,False,Third,Bostandyeff, Guentcho,Mr,male,26,1,349224,7.90,U,Southampton,0
631,True,First,Barkworth, Algernon Henry Wilson,Mr,male,80,1,27042,30.00,A,Southampton,0
632,False,Third,Lundahl, Johan Svensson,Mr,male,51,1,347743,7.05,U,Southampton,0
633,True,First,Stahelin-Maeglin, Max,Mr,male,32,1,13214,30.50,B,Cherbourg,0
635,False,Third,Skoog, Mabel,Miss,female,9,6,347088,27.90,U,Southampton,0
636,True,Second,Davis, Mary,Miss,female,28,1,237668,13.00,U,Southampton,0
637,False,Third,Leinonen, Antti Gustaf,Mr,male,32,1,STON/O 2. 3101292,7.93,U,Southampton,0
638,False,Second,Collyer, Harvey,Mr,male,31,3,C.A. 31921,26.25,U,Southampton,0
639,False,Third,Panula, Juha (Maria Emilia Ojala),Mrs,female,41,6,3101295,39.69,U,Southampton,1
641,False,Third,Jensen, Hans Peder,Mr,male,20,1,350050,7.85,U,Southampton,0
642,True,First,Sagesser, Emma,Miss,female,24,1,PC 17477,69.30,B,Cherbourg,0
643,False,Third,Skoog, Margit Elizabeth,Miss,female,2,6,347088,27.90,U,Southampton,0
646,True,First,Harper, Henry Sleeper,Mr,male,48,2,PC 17572,76.73,D,Cherbourg,0
647,False,Third,Cor, Liudevit,Mr,male,19,1,349231,7.90,U,Southampton,0
648,True,First,Simonius-Blumer, Oberst Alfons,Mr,male,56,1,13213,35.50,A,Cherbourg,0
650,True,Third,Stanley, Amy Zillah Elsie,Miss,female,23,1,CA. 2314,7.55,U,Southampton,0
652,True,Second,Doling, Elsie,Miss,female,18,2,231919,23.00,U,Southampton,0
653,False,Third,Kalvik, Johannes Halvorsen,Mr,male,21,1,8475,8.43,U,Southampton,0
655,False,Third,Hegarty, Hanora "Nora",Miss,female,18,1,365226,6.75,U,Queenstown,0
656,False,Second,Hickman, Leonard Mark,Mr,male,24,3,S.O.C. 14879,73.50,U,Southampton,0
658,False,Third,Bourke, John (Catherine),Mrs,female,32,3,364849,15.50,U,Queenstown,0
659,False,Second,Eitemiller, George Floyd,Mr,male,23,1,29751,13.00,U,Southampton,0
660,False,First,Newell, Arthur Webster,Mr,male,58,3,35273,113.28,D,Cherbourg,0
661,True,First,Frauenthal, Henry William,Mr,male,50,3,PC 17611,133.65,U,Southampton,0
662,False,Third,Badt, Mohamed,Mr,male,40,1,2623,7.23,U,Cherbourg,0
663,False,First,Colley, Edward Pomeroy,Mr,male,47,1,5727,25.59,E,Southampton,0
664,False,Third,Coleff, Peju,Mr,male,36,1,349210,7.50,U,Southampton,0
665,True,Third,Lindqvist, Eino William,Mr,male,20,2,STON/O 2. 3101285,7.93,U,Southampton,0
666,False,Second,Hickman, Lewis,Mr,male,32,3,S.O.C. 14879,73.50,U,Southampton,0
667,False,Second,Butler, Reginald Fenton,Mr,male,25,1,234686,13.00,U,Southampton,0
669,False,Third,Cook, Jacob,Mr,male,43,1,A/5 3536,8.05,U,Southampton,0
671,True,Second,Brown, Thomas William Solomon (Elizabeth Catherine Ford),Mrs,female,40,3,29750,39.00,U,Southampton,0
672,False,First,Davidson, Thornton,Mr,male,31,2,F.C. 12750,52.00,B,Southampton,0
673,False,Second,Mitchell, Henry Michael,Mr,male,70,1,C.A. 24580,10.50,U,Southampton,0
674,True,Second,Wilhelms, Charles,Mr,male,31,1,244270,13.00,U,Southampton,0
676,False,Third,Edvardsson, Gustaf Hjalmar,Mr,male,18,1,349912,7.78,U,Southampton,0
677,False,Third,Sawyer, Frederick Charles,Mr,male,24,1,342826,8.05,U,Southampton,0
678,True,Third,Turja, Anna Sofia,Miss,female,18,1,4138,9.84,U,Southampton,0
679,False,Third,Goodwin, Frederick (Augusta Tyler),Mrs,female,43,8,CA 2144,46.90,U,Southampton,1
680,True,First,Cardeza, Thomas Drake Martinez,Mr,male,36,2,PC 17755,512.33,B,Cherbourg,0
682,True,First,Hassab, Hammad,Mr,male,27,1,PC 17572,76.73,D,Cherbourg,0
683,False,Third,Olsvigen, Thor Anderson,Mr,male,20,1,6563,9.23,U,Southampton,0
684,False,Third,Goodwin, Charles Edward,Mr,male,14,8,CA 2144,46.90,U,Southampton,0
685,False,Second,Brown, Thomas William Solomon,Mr,male,60,3,29750,39.00,U,Southampton,0
686,False,Second,Laroche, Joseph Philippe Lemercier,Mr,male,25,4,SC/Paris 2123,41.58,U,Cherbourg,0
687,False,Third,Panula, Jaako Arnold,Mr,male,14,6,3101295,39.69,U,Southampton,0
688,False,Third,Dakic, Branko,Mr,male,19,1,349228,10.17,U,Southampton,0
689,False,Third,Fischer, Eberhard Thelander,Mr,male,18,1,350036,7.80,U,Southampton,0
690,True,First,Madill, Georgette Alexandra,Miss,female,15,2,24160,211.34,B,Southampton,0
691,True,First,Dick, Albert Adrian,Mr,male,31,2,17474,57.00,B,Southampton,0
692,True,Third,Karun, Manca,Miss,female,4,2,349256,13.42,U,Cherbourg,0
694,False,Third,Saad, Khalil,Mr,male,25,1,2672,7.23,U,Cherbourg,0
695,False,First,Weir, John,Mr,male,60,1,113800,26.55,U,Southampton,0
696,False,Second,Chapman, Charles Henry,Mr,male,52,1,248731,13.50,U,Southampton,0
697,False,Third,Kelly, James,Mr,male,44,1,363592,8.05,U,Southampton,0
699,False,First,Thayer, John Borland,Mr,male,49,3,17421,110.88,C,Cherbourg,0
700,False,Third,Humblen, Adolf Mathias Nicolai Olsen,Mr,male,42,1,348121,7.65,F,Southampton,0
701,True,First,Astor, John Jacob (Madeleine Talmadge Force),Mrs,female,18,2,PC 17757,227.53,C,Cherbourg,0
702,True,First,Silverthorne, Spencer Victor,Mr,male,35,1,PC 17475,26.29,E,Southampton,0
703,False,Third,Barbara, Saiide,Miss,female,18,2,2691,14.45,U,Cherbourg,0
704,False,Third,Gallagher, Martin,Mr,male,25,1,36864,7.74,U,Queenstown,0
705,False,Third,Hansen, Henrik Juul,Mr,male,26,2,350025,7.85,U,Southampton,0
706,False,Second,Morley, Henry Samuel ("Mr Henry Marshall"),Mr,male,39,1,250655,26.00,U,Southampton,0
707,True,Second,Kelly, Florence "Fannie",Mrs,female,45,1,223596,13.50,U,Southampton,0
708,True,First,Calderhead, Edward Pennington,Mr,male,42,1,PC 17476,26.29,E,Southampton,0
709,True,First,Cleaver, Alice,Miss,female,22,1,113781,151.55,U,Southampton,0
711,True,First,Mayne, Berthe Antonine ("Mrs de Villiers"),Miss,female,24,1,PC 17482,49.50,C,Cherbourg,0
713,True,First,Taylor, Elmer Zebley,Mr,male,48,2,19996,52.00,C,Southampton,0
714,False,Third,Larsson, August Viktor,Mr,male,29,1,7545,9.48,U,Southampton,0
715,False,Second,Greenberg, Samuel,Mr,male,52,1,250647,13.00,U,Southampton,0
716,False,Third,Soholt, Peter Andreas Lauritz Andersen,Mr,male,19,1,348124,7.65,F,Southampton,0
717,True,First,Endres, Caroline Louise,Miss,female,38,1,PC 17757,227.53,C,Cherbourg,0
718,True,Second,Troutt, Edwina Celia "Winnie",Miss,female,27,1,34218,10.50,E,Southampton,0
720,False,Third,Johnson, Malkolm Joackim,Mr,male,33,1,347062,7.78,U,Southampton,0
721,True,Second,Harper, Annie Jessie "Nina",Miss,female,6,2,248727,33.00,U,Southampton,0
722,False,Third,Jensen, Svend Lauritz,Mr,male,17,2,350048,7.05,U,Southampton,0
723,False,Second,Gillespie, William Henry,Mr,male,34,1,12233,13.00,U,Southampton,0
724,False,Second,Hodges, Henry Price,Mr,male,50,1,250643,13.00,U,Southampton,0
725,True,First,Chambers, Norman Campbell,Mr,male,27,2,113806,53.10,E,Southampton,0
726,False,Third,Oreskovic, Luka,Mr,male,20,1,315094,8.66,U,Southampton,0
727,True,Second,Renouf, Peter Henry (Lillian Jefferys),Mrs,female,30,4,31027,21.00,U,Southampton,0
729,False,Second,Bryhl, Kurt Arnold Gottfrid,Mr,male,25,2,236853,26.00,U,Southampton,0
730,False,Third,Ilmakangas, Pieta Sofia,Miss,female,25,2,STON/O2. 3101271,7.93,U,Southampton,1
